time,wx,wy,wz,a0,a1,a2,a3
8.649999999999936051e+01,9.684021553895393042e-02,4.125227919071802057e-02,-6.592661599121044103e-02,-2.106652129016995389e-01,-5.115572397679249983e-01,9.469536724763791269e-02,0.000000000000000000e+00
8.659999999999935483e+01,9.690288753207972061e-02,4.098504981301320099e-02,-6.600979301371563690e-02,-2.070097973340299657e-01,-5.098735938103121645e-01,9.538635231366669742e-02,0.000000000000000000e+00
8.669999999999934914e+01,9.696523209899748919e-02,4.071731012171123792e-02,-6.609248470218259675e-02,-2.033631622329458988e-01,-5.081930941521749512e-01,9.607517537888647652e-02,0.000000000000000000e+00
8.679999999999934346e+01,9.702724698264231229e-02,4.044906255604141521e-02,-6.617468905134227253e-02,-1.997251792453073882e-01,-5.065157166313337678e-01,9.676181780283869827e-02,0.000000000000000000e+00
8.689999999999933777e+01,9.708892993386583625e-02,4.018030957682811738e-02,-6.625640406244100167e-02,-1.960957211461610283e-01,-5.048414369410120228e-01,9.744626089436236871e-02,0.000000000000000000e+00
8.699999999999933209e+01,9.715027871157763673e-02,3.991105366645408825e-02,-6.633762774337467749e-02,-1.924746618229207784e-01,-5.031702306325038787e-01,9.812848590788883496e-02,0.000000000000000000e+00
8.709999999999932641e+01,9.721129108288649456e-02,3.964129732882179513e-02,-6.641835810882301683e-02,-1.888618762597908951e-01,-5.015020731177369795e-01,9.880847403977434384e-02,0.000000000000000000e+00
8.719999999999932072e+01,9.727196482324178273e-02,3.937104308931285712e-02,-6.649859318038379985e-02,-1.852572405224272856e-01,-4.998369396717320390e-01,9.948620642466905750e-02,0.000000000000000000e+00
8.729999999999931504e+01,9.733229771657478380e-02,3.910029349474562765e-02,-6.657833098670708216e-02,-1.816606317428333395e-01,-4.981748054349610100e-01,1.001616641319211104e-01,0.000000000000000000e+00
8.739999999999930935e+01,9.739228755543997973e-02,3.882905111333080639e-02,-6.665756956362949015e-02,-1.780719281044863822e-01,-4.965156454156076093e-01,1.008348281620143061e-01,0.000000000000000000e+00
8.749999999999930367e+01,9.745193214115636937e-02,3.855731853462517761e-02,-6.673630695430834980e-02,-1.744910088276911964e-01,-4.948594344917315868e-01,1.015056794430382464e-01,0.000000000000000000e+00
8.759999999999929798e+01,9.751122928394866107e-02,3.828509836948340572e-02,-6.681454120935588492e-02,-1.709177541551567259e-01,-4.932061474133388468e-01,1.021741988271893803e-01,0.000000000000000000e+00
8.769999999999929230e+01,9.757017680308847918e-02,3.801239325000793645e-02,-6.689227038697331817e-02,-1.673520453377926320e-01,-4.915557588043603654e-01,1.028403670873019315e-01,0.000000000000000000e+00
8.779999999999928662e+01,9.762877252703541786e-02,3.773920582949693431e-02,-6.696949255308486115e-02,-1.637937646207220099e-01,-4.899082431645412905e-01,1.035041649134072900e-01,0.000000000000000000e+00
8.789999999999928093e+01,9.768701429357801169e-02,3.746553878239032576e-02,-6.704620578147166277e-02,-1.602427952295069347e-01,-4.882635748712425561e-01,1.041655729093206861e-01,0.000000000000000000e+00
8.799999999999927525e+01,9.774489994997463682e-02,3.719139480421390642e-02,-6.712240815390563275e-02,-1.566990213565834789e-01,-4.866217281811569539e-01,1.048245715892539426e-01,0.000000000000000000e+00
8.809999999999926956e+01,9.780242735309421787e-02,3.691677661152148460e-02,-6.719809776028315418e-02,-1.531623281479027321e-01,-4.849826772319417723e-01,1.054811413744531634e-01,0.000000000000000000e+00
8.819999999999926388e+01,9.785959436955682378e-02,3.664168694183511654e-02,-6.727327269875862936e-02,-1.496326016897749633e-01,-4.833463960437695550e-01,1.061352625898600993e-01,0.000000000000000000e+00
8.829999999999925819e+01,9.791639887587411106e-02,3.636612855358339197e-02,-6.734793107587790095e-02,-1.461097289959132073e-01,-4.817128585207992031e-01,1.067869154607961890e-01,0.000000000000000000e+00
8.839999999999925251e+01,9.797283875858955882e-02,3.609010422603779050e-02,-6.742207100671153419e-02,-1.425935979946737209e-01,-4.800820384525686935e-01,1.074360801096680418e-01,0.000000000000000000e+00
8.849999999999924682e+01,9.802891191441852337e-02,3.581361675924706750e-02,-6.749569061498782163e-02,-1.390840975164898685e-01,-4.784539095153117483e-01,1.080827365526933481e-01,0.000000000000000000e+00
8.859999999999924114e+01,9.808461625038808473e-02,3.553666897396973168e-02,-6.756878803322569071e-02,-1.355811172814967158e-01,-4.768284452731994527e-01,1.087268646966460806e-01,0.000000000000000000e+00
8.869999999999923546e+01,9.813994968397664331e-02,3.525926371160453127e-02,-6.764136140286736154e-02,-1.320845478873431400e-01,-4.752056191795091533e-01,1.093684443356199715e-01,0.000000000000000000e+00
8.879999999999922977e+01,9.819491014325329448e-02,3.498140383411904586e-02,-6.771340887441072709e-02,-1.285942807971888480e-01,-4.735854045777217469e-01,1.100074551478092411e-01,0.000000000000000000e+00
8.889999999999922409e+01,9.824949556701695341e-02,3.470309222397629373e-02,-6.778492860754156690e-02,-1.251102083278833876e-01,-4.719677747025489145e-01,1.106438766923054928e-01,0.000000000000000000e+00
8.899999999999921840e+01,9.830370390493513300e-02,3.442433178405940319e-02,-6.785591877126544158e-02,-1.216322236383243632e-01,-4.703527026808920763e-01,1.112776884059098748e-01,0.000000000000000000e+00
8.909999999999921272e+01,9.835753311768254126e-02,3.414512543759434804e-02,-6.792637754403933747e-02,-1.181602207179922037e-01,-4.687401615327342896e-01,1.119088695999594096e-01,0.000000000000000000e+00
8.919999999999920703e+01,9.841098117707924864e-02,3.386547612807071922e-02,-6.799630311390300608e-02,-1.146940943756588338e-01,-4.671301241719664765e-01,1.125373994571666064e-01,0.000000000000000000e+00
8.929999999999920135e+01,9.846404606622859157e-02,3.358538681916054675e-02,-6.806569367860999809e-02,-1.112337402282676940e-01,-4.655225634071496477e-01,1.131632570284713951e-01,0.000000000000000000e+00
8.939999999999919567e+01,9.851672577965474298e-02,3.330486049463521336e-02,-6.813454744575835054e-02,-1.077790546899825286e-01,-4.639174519422140652e-01,1.137864212299043998e-01,0.000000000000000000e+00
8.949999999999918998e+01,9.856901832343988035e-02,3.302390015828036290e-02,-6.820286263292099638e-02,-1.043299349614024568e-01,-4.623147623770967884e-01,1.144068708394606892e-01,0.000000000000000000e+00
8.959999999999918430e+01,9.862092171536097907e-02,3.274250883380892818e-02,-6.827063746777572995e-02,-1.008862790189409692e-01,-4.607144672083191561e-01,1.150245844939830481e-01,0.000000000000000000e+00
8.969999999999917861e+01,9.867243398502624496e-02,3.246068956477217438e-02,-6.833787018823485326e-02,-9.744798560436637724e-02,-4.591165388295048166e-01,1.156395406860539349e-01,0.000000000000000000e+00
8.979999999999917293e+01,9.872355317401110275e-02,3.217844541446882728e-02,-6.840455904257441988e-02,-9.401495421450145606e-02,-4.575209495318400266e-01,1.162517177608951846e-01,0.000000000000000000e+00
8.989999999999916724e+01,9.877427733599376813e-02,3.189577946585225865e-02,-6.847070228956307625e-02,-9.058708509107998852e-02,-4.559276715044772166e-01,1.168610939132745941e-01,0.000000000000000000e+00
8.999999999999916156e+01,9.882460453689036195e-02,3.161269482143571480e-02,-6.853629819859047290e-02,-8.716427921075789453e-02,-4.543366768348827134e-01,1.174676471844186554e-01,0.000000000000000000e+00
9.009999999999915588e+01,9.887453285498958022e-02,3.132919460319565780e-02,-6.860134504979524539e-02,-8.374643827527694651e-02,-4.527479375091300606e-01,1.180713554589303826e-01,0.000000000000000000e+00
9.019999999999915019e+01,9.892406038108685074e-02,3.104528195247315339e-02,-6.866584113419253732e-02,-8.033346470177869791e-02,-4.511614254121396050e-01,1.186721964617116348e-01,0.000000000000000000e+00
9.029999999999914451e+01,9.897318521861803164e-02,3.076096002987332642e-02,-6.872978475380102370e-02,-7.692526161326672385e-02,-4.495771123278657910e-01,1.192701477548889222e-01,0.000000000000000000e+00
9.039999999999913882e+01,9.902190548379256885e-02,3.047623201516291847e-02,-6.879317422176953190e-02,-7.352173282921502240e-02,-4.479949699394329410e-01,1.198651867347420574e-01,0.000000000000000000e+00
9.049999999999913314e+01,9.907021930572615376e-02,3.019110110716590953e-02,-6.885600786250303806e-02,-7.012278285632060626e-02,-4.464149698292202983e-01,1.204572906286347084e-01,0.000000000000000000e+00
9.059999999999912745e+01,9.911812482657277046e-02,2.990557052365724194e-02,-6.891828401178824726e-02,-6.672831687939832779e-02,-4.448370834788975547e-01,1.210464364919461855e-01,0.000000000000000000e+00
9.069999999999912177e+01,9.916562020165625713e-02,2.961964350125462914e-02,-6.898000101691860453e-02,-6.333824075241600848e-02,-4.432612822694118049e-01,1.216326012050036182e-01,0.000000000000000000e+00
9.079999999999911608e+01,9.921270359960121521e-02,2.933332329530846661e-02,-6.904115723681873706e-02,-5.995246098966799941e-02,-4.416875374809263177e-01,1.222157614700137701e-01,0.000000000000000000e+00
9.089999999999911040e+01,9.925937320246334961e-02,2.904661317978984511e-02,-6.910175104216831343e-02,-5.657088475708536152e-02,-4.401158202927127894e-01,1.227958938079938001e-01,0.000000000000000000e+00
9.099999999999910472e+01,9.930562720585922598e-02,2.875951644717667649e-02,-6.916178081552541712e-02,-5.319341986368083391e-02,-4.385461017829970221e-01,1.233729745557000657e-01,0.000000000000000000e+00
9.109999999999909903e+01,9.935146381909532032e-02,2.847203640833792862e-02,-6.922124495144917067e-02,-4.981997475312686940e-02,-4.369783529287594726e-01,1.239469798625544711e-01,0.000000000000000000e+00
9.119999999999909335e+01,9.939688126529647172e-02,2.818417639241598341e-02,-6.928014185662186020e-02,-4.645045849546503014e-02,-4.354125446054912252e-01,1.245178856875673867e-01,0.000000000000000000e+00
9.129999999999908766e+01,9.944187778153368296e-02,2.789593974670712476e-02,-6.933846994997040769e-02,-4.308478077894504349e-02,-4.338486475869061110e-01,1.250856677962565722e-01,0.000000000000000000e+00
9.139999999999908198e+01,9.948645161895117162e-02,2.760732983654017036e-02,-6.939622766278714938e-02,-3.972285190199190824e-02,-4.322866325446096947e-01,1.256503017575613390e-01,0.000000000000000000e+00
9.149999999999907629e+01,9.953060104289278287e-02,2.731835004515322310e-02,-6.945341343884997576e-02,-3.636458276529945521e-02,-4.307264700477259622e-01,1.262117629407512875e-01,0.000000000000000000e+00
9.159999999999907061e+01,9.957432433302765284e-02,2.702900377356859743e-02,-6.951002573454180544e-02,-3.300988486404878713e-02,-4.291681305624820975e-01,1.267700265123288261e-01,0.000000000000000000e+00
9.169999999999906493e+01,9.961761978347515034e-02,2.673929444046588971e-02,-6.956606301896933742e-02,-2.965867028025010593e-02,-4.276115844517526243e-01,1.273250674329249044e-01,0.000000000000000000e+00
9.179999999999905924e+01,9.966048570292906916e-02,2.644922548205320967e-02,-6.962152377408112325e-02,-2.631085167520641477e-02,-4.260568019745628043e-01,1.278768604541871690e-01,0.000000000000000000e+00
9.189999999999905356e+01,9.970292041478102940e-02,2.615880035193660427e-02,-6.967640649478486214e-02,-2.296634228209767231e-02,-4.245037532855524542e-01,1.284253801156599040e-01,0.000000000000000000e+00
9.199999999999904787e+01,9.974492225724314320e-02,2.586802252098765326e-02,-6.973070968906402989e-02,-1.962505589868396641e-02,-4.229524084344004065e-01,1.289706007416551170e-01,0.000000000000000000e+00
9.209999999999904219e+01,9.978648958346983400e-02,2.557689547720924661e-02,-6.978443187809364734e-02,-1.628690688012635404e-02,-4.214027373652106667e-01,1.295124964381141608e-01,0.000000000000000000e+00
9.219999999999903650e+01,9.982762076167885079e-02,2.528542272559958573e-02,-6.983757159635534117e-02,-1.295181013192401795e-02,-4.198547099158603801e-01,1.300510410894589186e-01,0.000000000000000000e+00
9.229999999999903082e+01,9.986831417527146371e-02,2.499360778801438393e-02,-6.989012739175162747e-02,-9.619681102966418096e-03,-4.183082958173104382e-01,1.305862083554323871e-01,0.000000000000000000e+00
9.239999999999902514e+01,9.990856822295178519e-02,2.470145420302728365e-02,-6.994209782571933487e-02,-6.290435778699190669e-03,-4.167634646928788378e-01,1.311179716679275187e-01,0.000000000000000000e+00
9.249999999999901945e+01,9.994838131884525856e-02,2.440896552578851811e-02,-6.999348147334222281e-02,-2.963990674402539136e-03,-4.152201860574782355e-01,1.316463042278040729e-01,0.000000000000000000e+00
9.259999999999901377e+01,9.998775189261621676e-02,2.411614532788180360e-02,-7.004427692346278100e-02,3.597371714190770141e-04,-4.136784293168168092e-01,1.321711790016926458e-01,0.000000000000000000e+00
9.269999999999900808e+01,1.000266783895846084e-01,2.382299719717949349e-02,-7.009448277879318234e-02,3.680830203537143689e-03,-4.121381637665643138e-01,1.326925687187851532e-01,0.000000000000000000e+00
9.279999999999900240e+01,1.000651592708417525e-01,2.352952473769598374e-02,-7.014409765602530600e-02,6.999370356390304838e-03,-4.105993585914828325e-01,1.332104458676114100e-01,0.000000000000000000e+00
9.289999999999899671e+01,1.001031930133651771e-01,2.323573156943941481e-02,-7.019312018593996949e-02,1.031543906036770999e-02,-4.090619828645229439e-01,1.337247826928008310e-01,0.000000000000000000e+00
9.299999999999899103e+01,1.001407781101325140e-01,2.294162132826163894e-02,-7.024154901351517544e-02,1.362911724798555879e-02,-4.075260055458859165e-01,1.342355511918290056e-01,0.000000000000000000e+00
9.309999999999898534e+01,1.001779130702344506e-01,2.264719766570650467e-02,-7.028938279803349787e-02,1.694048535995790888e-02,-4.059913954820522086e-01,1.347427231117482860e-01,0.000000000000000000e+00
9.319999999999897966e+01,1.002145964189866678e-01,2.235246424885644831e-02,-7.033662021318853874e-02,2.024962335116272522e-02,-4.044581214047764939e-01,1.352462699459016926e-01,0.000000000000000000e+00
9.329999999999897398e+01,1.002508266980408069e-01,2.205742476017740275e-02,-7.038325994719039913e-02,2.355661069650419326e-02,-4.029261519300500471e-01,1.357461629306199180e-01,0.000000000000000000e+00
9.339999999999896829e+01,1.002866024654944371e-01,2.176208289736205129e-02,-7.042930070287023447e-02,2.686152639667221953e-02,-4.013954555570302118e-01,1.362423730419002332e-01,0.000000000000000000e+00
9.349999999999896261e+01,1.003219222959999685e-01,2.146644237317143697e-02,-7.047474119778381063e-02,3.016444898380005180e-02,-3.998660006669381706e-01,1.367348709920673810e-01,0.000000000000000000e+00
9.359999999999895692e+01,1.003567847808725377e-01,2.117050691527492742e-02,-7.051958016431410237e-02,3.346545652702090368e-02,-3.983377555219244637e-01,1.372236272264151513e-01,0.000000000000000000e+00
9.369999999999895124e+01,1.003911885281968536e-01,2.087428026608856638e-02,-7.056381634977283712e-02,3.676462663792447183e-02,-3.968106882639032551e-01,1.377086119198286107e-01,0.000000000000000000e+00
9.379999999999894555e+01,1.004251321629329591e-01,2.057776618261180843e-02,-7.060744851650109510e-02,4.006203647591413675e-02,-3.952847669133551789e-01,1.381897949733860709e-01,0.000000000000000000e+00
9.389999999999893987e+01,1.004586143270208981e-01,2.028096843626267520e-02,-7.065047544196879914e-02,4.335776275346565900e-02,-3.937599593680996546e-01,1.386671460109402954e-01,0.000000000000000000e+00
9.399999999999893419e+01,1.004916336794842990e-01,1.998389081271131906e-02,-7.069289591887321922e-02,4.665188174128819670e-02,-3.922362334020363384e-01,1.391406343756783071e-01,0.000000000000000000e+00
9.409999999999892850e+01,1.005241888965328206e-01,1.968653711171203247e-02,-7.073470875523639456e-02,4.994446927338831721e-02,-3.907135566638564317e-01,1.396102291266592410e-01,0.000000000000000000e+00
9.419999999999892282e+01,1.005562786716635154e-01,1.938891114693371692e-02,-7.077591277450147322e-02,5.323560075203776637e-02,-3.891918966757239029e-01,1.400758990353297428e-01,0.000000000000000000e+00
9.429999999999891713e+01,1.005879017157609856e-01,1.909101674578879762e-02,-7.081650681562796923e-02,5.652535115264565452e-02,-3.876712208319269548e-01,1.405376125820161082e-01,0.000000000000000000e+00
9.439999999999891145e+01,1.006190567571964289e-01,1.879285774926064620e-02,-7.085648973318596500e-02,5.981379502853574615e-02,-3.861514963975000714e-01,1.409953379523927741e-01,0.000000000000000000e+00
9.449999999999890576e+01,1.006497425419254910e-01,1.849443801172949084e-02,-7.089586039744909252e-02,6.310100651562947083e-02,-3.846326905068166990e-01,1.414490430339264970e-01,0.000000000000000000e+00
9.459999999999890008e+01,1.006799578335849238e-01,1.819576140079684490e-02,-7.093461769448651533e-02,6.638705933703524520e-02,-3.831147701621530066e-01,1.418986954122955779e-01,0.000000000000000000e+00
9.469999999999889440e+01,1.007097014135880653e-01,1.789683179710847144e-02,-7.097276052625367537e-02,6.967202680754472355e-02,-3.815977022322227241e-01,1.423442623677837471e-01,0.000000000000000000e+00
9.479999999999888871e+01,1.007389720812190831e-01,1.759765309417589754e-02,-7.101028781068191575e-02,7.295598183803649051e-02,-3.800814534506834486e-01,1.427857108716478474e-01,0.000000000000000000e+00
9.489999999999888303e+01,1.007677686537259976e-01,1.729822919819649571e-02,-7.104719848176695163e-02,7.623899693978768155e-02,-3.785659904146145838e-01,1.432230075824589832e-01,0.000000000000000000e+00
9.499999999999887734e+01,1.007960899664124832e-01,1.699856402787214629e-02,-7.108349148965611985e-02,7.952114422869414889e-02,-3.770512795829669694e-01,1.436561188424164415e-01,0.000000000000000000e+00
9.509999999999887166e+01,1.008239348727283519e-01,1.669866151422650866e-02,-7.111916580073449068e-02,8.280249542939949192e-02,-3.755372872749845881e-01,1.440850106736338010e-01,0.000000000000000000e+00
9.519999999999886597e+01,1.008513022443588564e-01,1.639852560042091498e-02,-7.115422039770974427e-02,8.608312187933349346e-02,-3.740239796685984608e-01,1.445096487743966762e-01,0.000000000000000000e+00
9.529999999999886029e+01,1.008781909713126201e-01,1.609816024156889361e-02,-7.118865427969579829e-02,8.936309453266033653e-02,-3.725113227987927322e-01,1.449299985153915671e-01,0.000000000000000000e+00
9.539999999999885461e+01,1.009045999620083595e-01,1.579756940454936365e-02,-7.122246646229525580e-02,9.264248396413694853e-02,-3.709992825559433327e-01,1.453460249359051215e-01,0.000000000000000000e+00
9.549999999999884892e+01,1.009305281433602319e-01,1.549675706781849203e-02,-7.125565597768060422e-02,9.592136037288194472e-02,-3.694878246841292180e-01,1.457576927399933386e-01,0.000000000000000000e+00
9.559999999999884324e+01,1.009559744608618942e-01,1.519572722122025828e-02,-7.128822187467412363e-02,9.919979358605535147e-02,-3.679769147794165196e-01,1.461649662926201021e-01,0.000000000000000000e+00
9.569999999999883755e+01,1.009809378786692136e-01,1.489448386579572507e-02,-7.132016321882654608e-02,1.024778530624495809e-01,-3.664665182881154393e-01,1.465678096157644883e-01,0.000000000000000000e+00
9.579999999999883187e+01,1.010054173796816612e-01,1.459303101359105126e-02,-7.135147909249447973e-02,1.057556078959917129e-01,-3.649566005050102202e-01,1.469661863844961558e-01,0.000000000000000000e+00
9.589999999999882618e+01,1.010294119656222900e-01,1.429137268746425056e-02,-7.138216859491645916e-02,1.090331268191576386e-01,-3.634471265715623067e-01,1.473600599230184827e-01,0.000000000000000000e+00
9.599999999999882050e+01,1.010529206571164490e-01,1.398951292089073428e-02,-7.141223084228778828e-02,1.123104782062979562e-01,-3.619380614740868585e-01,1.477493932006786470e-01,0.000000000000000000e+00
9.609999999999881481e+01,1.010759424937689860e-01,1.368745575776763972e-02,-7.144166496783396769e-02,1.155877300768761023e-01,-3.604293700419025082e-01,1.481341488279440954e-01,0.000000000000000000e+00
9.619999999999880913e+01,1.010984765342401726e-01,1.338520525221697892e-02,-7.147047012188290083e-02,1.188649500986187213e-01,-3.589210169454545851e-01,1.485142890523450387e-01,0.000000000000000000e+00
9.629999999999880345e+01,1.011205218563201308e-01,1.308276546838762176e-02,-7.149864547193569841e-02,1.221422055905784232e-01,-3.574129666944120265e-01,1.488897757543821698e-01,0.000000000000000000e+00
9.639999999999879776e+01,1.011420775570019553e-01,1.278014048025613407e-02,-7.152619020273617845e-02,1.254195635261091679e-01,-3.559051836357379761e-01,1.492605704433991043e-01,0.000000000000000000e+00
9.649999999999879208e+01,1.011631427525532811e-01,1.247733437142649685e-02,-7.155310351633899224e-02,1.286970905357542327e-01,-3.543976319517339046e-01,1.496266342534189331e-01,0.000000000000000000e+00
9.659999999999878639e+01,1.011837165785865189e-01,1.217435123492871703e-02,-7.157938463217634883e-02,1.319748529100469026e-01,-3.528902756580578615e-01,1.499879279389444708e-01,0.000000000000000000e+00
9.669999999999878071e+01,1.012037981901275918e-01,1.187119517301637138e-02,-7.160503278712346265e-02,1.352529166022239382e-01,-3.513830786017163033e-01,1.503444118707213395e-01,0.000000000000000000e+00
9.679999999999877502e+01,1.012233867616832428e-01,1.156787029696308006e-02,-7.163004723556251618e-02,1.385313472308516702e-01,-3.498760044590300544e-01,1.506960460314636374e-01,0.000000000000000000e+00
9.689999999999876934e+01,1.012424814873068568e-01,1.126438072685795669e-02,-7.165442724944527664e-02,1.418102100823650236e-01,-3.483690167335743992e-01,1.510427900115413058e-01,0.000000000000000000e+00
9.699999999999876366e+01,1.012610815806628123e-01,1.096073059140002977e-02,-7.167817211835428304e-02,1.450895701135190285e-01,-3.468620787540929729e-01,1.513846030046288316e-01,0.000000000000000000e+00
9.709999999999875797e+01,1.012791862750893196e-01,1.065692402769168913e-02,-7.170128114956268728e-02,1.483694919537531243e-01,-3.453551536723858395e-01,1.517214438033146484e-01,0.000000000000000000e+00
9.719999999999875229e+01,1.012967948236598026e-01,1.035296518103115231e-02,-7.172375366809258246e-02,1.516500399074679206e-01,-3.438482044611720356e-01,1.520532707946705142e-01,0.000000000000000000e+00
9.729999999999874660e+01,1.013139064992427951e-01,1.004885820470399066e-02,-7.174558901677194345e-02,1.549312779562142806e-01,-3.423411939119258562e-01,1.523800419557805874e-01,0.000000000000000000e+00
9.739999999999874092e+01,1.013305205945602278e-01,9.744607259773729185e-03,-7.176678655629011028e-02,1.582132697607948613e-01,-3.408340846326877172e-01,1.527017148492293697e-01,0.000000000000000000e+00
9.749999999999873523e+01,1.013466364222442989e-01,9.440216514871552916e-03,-7.178734566525189764e-02,1.614960786632774759e-01,-3.393268390458493156e-01,1.530182466185479595e-01,0.000000000000000000e+00
9.759999999999872955e+01,1.013622533148927363e-01,9.135690145985130364e-03,-7.180726574023010844e-02,1.647797676889205254e-01,-3.378194193859127559e-01,1.533295939836180899e-01,0.000000000000000000e+00
9.769999999999872387e+01,1.013773706251225454e-01,8.831032336246581738e-03,-7.182654619581672895e-02,1.680643995480099184e-01,-3.363117876972244180e-01,1.536357132360335054e-01,0.000000000000000000e+00
9.779999999999871818e+01,1.013919877256222457e-01,8.526247275719628371e-03,-7.184518646467252800e-02,1.713500366376075335e-01,-3.348039058316829020e-01,1.539365602344177075e-01,0.000000000000000000e+00
9.789999999999871250e+01,1.014061040092024690e-01,8.221339161185926836e-03,-7.186318599757528236e-02,1.746367410432105027e-01,-3.332957354464215483e-01,1.542320903996979575e-01,0.000000000000000000e+00
9.799999999999870681e+01,1.014197188888450868e-01,7.916312195930625892e-03,-7.188054426346641990e-02,1.779245745403215395e-01,-3.317872380014651457e-01,1.545222587103345369e-01,0.000000000000000000e+00
9.809999999999870113e+01,1.014328317977506583e-01,7.611170589527161898e-03,-7.189726074949626122e-02,1.812135985959294759e-01,-3.302783747573611595e-01,1.548070196975050161e-01,0.000000000000000000e+00
9.819999999999869544e+01,1.014454421893844216e-01,7.305918557621327372e-03,-7.191333496106767920e-02,1.845038743698999006e-01,-3.287691067727854799e-01,1.550863274402426439e-01,0.000000000000000000e+00
9.829999999999868976e+01,1.014575495375206055e-01,7.000560321714623981e-03,-7.192876642187827352e-02,1.877954627162754797e-01,-3.272593949021222470e-01,1.553601355605285783e-01,0.000000000000000000e+00
9.839999999999868407e+01,1.014691533362851728e-01,6.695100108946935510e-03,-7.194355467396107429e-02,1.910884241844854337e-01,-3.257491997930185290e-01,1.556283972183370445e-01,0.000000000000000000e+00
9.849999999999867839e+01,1.014802531001969682e-01,6.389542151878537316e-03,-7.195769927772367736e-02,1.943828190204638096e-01,-3.242384818839130767e-01,1.558910651066331421e-01,0.000000000000000000e+00
9.859999999999867271e+01,1.014908483642072839e-01,6.083890688271475188e-03,-7.197119981198583927e-02,1.976787071676758822e-01,-3.227272014015396540e-01,1.561480914463224401e-01,0.000000000000000000e+00
9.869999999999866702e+01,1.015009386837377875e-01,5.778149960870330136e-03,-7.198405587401561501e-02,2.009761482680524625e-01,-3.212153183584048888e-01,1.563994279811520560e-01,0.000000000000000000e+00
9.879999999999866134e+01,1.015105236347167983e-01,5.472324217182399433e-03,-7.199626707956387206e-02,2.042752016628312239e-01,-3.197027925502402557e-01,1.566450259725622740e-01,0.000000000000000000e+00
9.889999999999865565e+01,1.015196028136140100e-01,5.166417709257317345e-03,-7.200783306289730568e-02,2.075759263933047161e-01,-3.181895835534287453e-01,1.568848361944885084e-01,0.000000000000000000e+00
9.899999999999864997e+01,1.015281758374735471e-01,4.860434693466143298e-03,-7.201875347682989981e-02,2.108783812014744241e-01,-3.166756507224059436e-01,1.571188089281126965e-01,0.000000000000000000e+00
9.909999999999864428e+01,1.015362423439453987e-01,4.554379430279938308e-03,-7.202902799275284762e-02,2.141826245306099885e-01,-3.151609531870351866e-01,1.573468939565637326e-01,0.000000000000000000e+00
9.919999999999863860e+01,1.015438019913151579e-01,4.248256184047857417e-03,-7.203865630066284831e-02,2.174887145257133336e-01,-3.136454498499575694e-01,1.575690405595661925e-01,0.000000000000000000e+00
9.929999999999863292e+01,1.015508544585322359e-01,3.942069222774787635e-03,-7.204763810918894673e-02,2.207967090338865956e-01,-3.121290993839160310e-01,1.577851975080369340e-01,0.000000000000000000e+00
9.939999999999862723e+01,1.015573994452362988e-01,3.635822817898545257e-03,-7.205597314561772160e-02,2.241066656046033501e-01,-3.106118602290537933e-01,1.579953130586288501e-01,0.000000000000000000e+00
9.949999999999862155e+01,1.015634366717821230e-01,3.329521244066676808e-03,-7.206366115591691934e-02,2.274186414898823616e-01,-3.090936905901874310e-01,1.581993349482212485e-01,0.000000000000000000e+00
9.959999999999861586e+01,1.015689658792628125e-01,3.023168778912870090e-03,-7.207070190475756144e-02,2.307326936443629128e-01,-3.075745484340539626e-01,1.583972103883562188e-01,0.000000000000000000e+00
9.969999999999861018e+01,1.015739868295312820e-01,2.716769702833014399e-03,-7.207709517553438638e-02,2.340488787252810454e-01,-3.060543914865325732e-01,1.585888860596204319e-01,0.000000000000000000e+00
9.979999999999860449e+01,1.015784993052201435e-01,2.410328298760930701e-03,-7.208284077038482063e-02,2.373672530923457702e-01,-3.045331772298405237e-01,1.587743081059717620e-01,0.000000000000000000e+00
9.989999999999859881e+01,1.015825031097599140e-01,2.103848851943797803e-03,-7.208793851020627030e-02,2.406878728075143581e-01,-3.030108628997033593e-01,1.589534221290102023e-01,0.000000000000000000e+00
9.999999999999859313e+01,1.015859980673955165e-01,1.797335649717302260e-03,-7.209238823467184476e-02,2.440107936346657680e-01,-3.014874054824995819e-01,1.591261731821924374e-01,0.000000000000000000e+00
1.000999999999985874e+02,1.015889840232011426e-01,1.490792981280538061e-03,-7.209618980224453966e-02,2.473360710391712680e-01,-2.999627617123793999e-01,1.592925057649893783e-01,0.000000000000000000e+00
1.001999999999985818e+02,1.015914608430934507e-01,1.184225137470679059e-03,-7.209934309018978249e-02,2.506637601873612509e-01,-2.984368880683580527e-01,1.594523638169862978e-01,0.000000000000000000e+00
1.002999999999985761e+02,1.015934284138430566e-01,8.776364105374555909e-04,-7.210184799458640992e-02,2.539939159458872164e-01,-2.969097407713831571e-01,1.596056907119248469e-01,0.000000000000000000e+00
1.003999999999985704e+02,1.015948866430843589e-01,5.710310939174575258e-04,-7.210370443033600751e-02,2.573265928809778114e-01,-2.953812757813765733e-01,1.597524292516863675e-01,0.000000000000000000e+00
1.004999999999985647e+02,1.015958354593237134e-01,2.644134820082911543e-04,-7.210491233117070908e-02,2.606618452575880096e-01,-2.938514487942505138e-01,1.598925216602158639e-01,0.000000000000000000e+00
